,pickup_datetime,dateandhour,trip_miles,trip_time,trip_minutes,base_passenger_fare,driver_pay,hour,temp,precipitation,tips
189451,2022-04-03 12:36:23-04:00,2022-04-03 12,19.74,2737,45.61666666666667,50.47,47.06,12,45.8,0.7,0.0
2307513,2022-04-08 15:05:20-04:00,2022-04-08 15,0.74,791,13.183333333333334,7.91,8.91,15,60.2,0.0,0.0
656537,2022-04-04 16:14:53-04:00,2022-04-04 16,1.16,333,5.55,8.27,7.08,16,52.6,0.0,0.0
2507492,2022-04-08 22:19:32-04:00,2022-04-08 22,1.23,612,10.2,11.1,8.46,22,51.5,0.0,0.0
1325705,2022-04-06 11:41:52-04:00,2022-04-06 11,7.9,1605,26.75,28.63,23.92,11,49.9,0.4,0.0
1322430,2022-04-06 11:44:29-04:00,2022-04-06 11,6.3,1687,28.116666666666667,25.42,23.0,11,49.9,0.4,0.0
601710,2022-04-04 13:21:17-04:00,2022-04-04 13,4.01,1160,19.333333333333332,15.01,15.24,13,51.4,0.0,0.0
1331241,2022-04-06 11:21:54-04:00,2022-04-06 11,4.75,1970,32.833333333333336,29.66,23.87,11,49.9,0.4,0.0
691987,2022-04-04 18:15:52-04:00,2022-04-04 18,2.88,1053,17.55,25.71,15.64,18,51.5,0.0,6.3
2682826,2022-04-09 09:26:59-04:00,2022-04-09 09,11.33,1635,27.25,36.76,27.58,9,50.1,0.1,0.0
2500295,2022-04-08 22:38:55-04:00,2022-04-08 22,4.6,834,13.9,18.52,13.73,22,51.5,0.0,0.0
282037,2022-04-03 16:07:49-04:00,2022-04-03 16,2.26,1056,17.6,15.74,11.95,16,46.1,0.0,0.0
2620407,2022-04-09 03:44:21-04:00,2022-04-09 03,2.06,660,11.0,9.28,8.28,3,49.4,0.1,0.0
2931494,2022-04-09 19:28:08-04:00,2022-04-09 19,0.91,816,13.6,22.98,19.49,19,51.4,0.0,5.69
2537623,2022-04-08 23:12:39-04:00,2022-04-08 23,2.11,1116,18.6,14.12,13.91,23,51.7,0.0,1.0
27837,2022-04-03 00:53:07-04:00,2022-04-03 00,2.35,838,13.966666666666667,20.08,15.88,0,43.1,0.0,0.0
1718063,2022-04-07 10:50:45-04:00,2022-04-07 10,3.01,465,7.75,11.8,8.34,10,48.6,0.0,0.0
2852688,2022-04-09 17:50:57-04:00,2022-04-09 17,3.6,1638,27.3,27.71,18.63,17,52.2,0.0,0.0
2517661,2022-04-08 22:53:48-04:00,2022-04-08 22,8.76,2050,34.166666666666664,36.99,34.14,22,51.5,0.0,4.41
496161,2022-04-04 07:47:33-04:00,2022-04-04 07,2.51,692,11.533333333333333,15.58,9.68,7,42.2,0.0,0.0
1413240,2022-04-06 15:41:00-04:00,2022-04-06 15,4.73,901,15.016666666666667,17.14,14.1,15,50.8,0.0,0.0
2656281,2022-04-09 07:35:50-04:00,2022-04-09 07,2.45,661,11.016666666666667,12.98,8.67,7,48.0,0.6,0.0
1913113,2022-04-07 18:19:51-04:00,2022-04-07 18,5.25,2087,34.78333333333333,32.56,36.79,18,51.2,0.9,0.0
1215948,2022-04-06 06:22:20-04:00,2022-04-06 06,1.54,391,6.516666666666667,9.84,5.4,6,47.3,2.1,0.0
141939,2022-04-03 09:42:52-04:00,2022-04-03 09,4.97,670,11.166666666666666,15.62,13.13,9,45.1,1.2,0.0
2345618,2022-04-08 16:18:18-04:00,2022-04-08 16,8.89,2950,49.166666666666664,47.52,37.15,16,60.2,0.0,0.0
2116215,2022-04-08 03:24:55-04:00,2022-04-08 03,6.66,1056,17.6,22.43,17.8,3,50.9,0.0,0.0
2590650,2022-04-09 01:16:39-04:00,2022-04-09 01,16.34,1504,25.066666666666666,47.07,36.13,1,50.6,0.0,0.0
717717,2022-04-04 19:33:36-04:00,2022-04-04 19,6.08,1071,17.85,20.89,16.5,19,50.9,0.0,0.0
633018,2022-04-04 15:06:39-04:00,2022-04-04 15,2.19,770,12.833333333333334,13.49,12.57,15,52.5,0.0,0.0
876483,2022-04-05 08:43:04-04:00,2022-04-05 08,3.9,1210,20.166666666666668,21.04,15.74,8,44.4,0.0,0.0
2779666,2022-04-09 13:45:24-04:00,2022-04-09 13,6.13,1356,22.6,34.5,24.46,13,52.0,0.2,4.13
2243116,2022-04-08 11:16:11-04:00,2022-04-08 11,23.69,3158,52.63333333333333,77.48,57.35,11,56.8,0.0,14.52
2861399,2022-04-09 17:53:21-04:00,2022-04-09 17,4.02,1616,26.933333333333334,27.5,19.07,17,52.2,0.0,0.0
2799380,2022-04-09 14:03:22-04:00,2022-04-09 14,4.32,1025,17.083333333333332,17.64,14.06,14,53.2,0.0,5.0
2484090,2022-04-08 21:52:06-04:00,2022-04-08 21,5.2,1199,19.983333333333334,19.59,16.62,21,53.5,0.0,0.0
805009,2022-04-05 01:38:17-04:00,2022-04-05 01,1.86,382,6.366666666666666,8.88,6.42,1,43.2,0.0,0.0
716214,2022-04-04 19:10:34-04:00,2022-04-04 19,2.09,722,12.033333333333333,13.41,8.8,19,50.9,0.0,0.0
2671901,2022-04-09 08:55:15-04:00,2022-04-09 08,5.72,921,15.35,21.66,14.76,8,48.4,0.6,2.69
120767,2022-04-03 07:57:44-04:00,2022-04-03 07,5.55,1221,20.35,24.59,17.67,7,42.6,0.0,0.0
2113314,2022-04-08 03:53:59-04:00,2022-04-08 03,1.81,497,8.283333333333333,11.8,6.59,3,50.9,0.0,0.0
1183063,2022-04-06 01:29:55-04:00,2022-04-06 01,5.04,1172,19.533333333333335,22.37,19.7,1,46.6,1.2,0.0
2445680,2022-04-08 20:38:32-04:00,2022-04-08 20,9.83,1552,25.866666666666667,32.02,33.75,20,54.5,0.0,0.0
387907,2022-04-03 21:25:04-04:00,2022-04-03 21,2.98,697,11.616666666666667,15.35,9.6,21,43.0,0.0,0.0
1475956,2022-04-06 18:12:32-04:00,2022-04-06 18,2.29,872,14.533333333333333,15.64,10.36,18,50.5,0.0,0.0
203460,2022-04-03 12:20:59-04:00,2022-04-03 12,6.03,1060,17.666666666666668,22.46,17.35,12,45.8,0.7,0.0
1202641,2022-04-06 05:17:00-04:00,2022-04-06 05,19.33,2478,41.3,48.35,46.52,5,47.0,2.4,0.0
2204975,2022-04-08 09:34:14-04:00,2022-04-08 09,6.33,1627,27.116666666666667,33.36,22.32,9,51.9,0.0,8.01
281117,2022-04-03 16:49:35-04:00,2022-04-03 16,1.21,259,4.316666666666666,8.27,5.39,16,46.1,0.0,0.0
1693947,2022-04-07 09:50:47-04:00,2022-04-07 09,1.52,470,7.833333333333333,10.52,5.91,9,48.0,0.0,1.0
2183946,2022-04-08 08:40:35-04:00,2022-04-08 08,3.12,1319,21.983333333333334,29.11,28.05,8,50.7,0.0,0.0
1306491,2022-04-06 10:38:10-04:00,2022-04-06 10,1.29,398,6.633333333333334,10.0,5.4,10,49.9,0.4,0.0
552925,2022-04-04 10:34:29-04:00,2022-04-04 10,1.64,880,14.666666666666666,16.05,13.69,10,48.0,0.0,0.0
2027437,2022-04-07 21:26:07-04:00,2022-04-07 21,1.65,455,7.583333333333333,7.9,6.72,21,52.5,3.4,0.0
1910849,2022-04-07 17:06:19-04:00,2022-04-07 17,6.44,2906,48.43333333333333,47.94,39.11,17,51.3,1.5,8.16
2108384,2022-04-08 02:08:12-04:00,2022-04-08 02,10.0,1498,24.966666666666665,32.43,24.99,2,51.4,0.5,0.0
1112927,2022-04-05 21:53:56-04:00,2022-04-05 21,3.37,825,13.75,16.26,12.3,21,48.6,0.1,0.0
2459304,2022-04-08 20:01:53-04:00,2022-04-08 20,7.07,1206,20.1,24.21,18.85,20,54.5,0.0,5.4
1244160,2022-04-06 08:17:42-04:00,2022-04-06 08,0.74,164,2.7333333333333334,8.27,5.39,8,48.1,1.8,0.0
186101,2022-04-03 11:01:55-04:00,2022-04-03 11,1.89,739,12.316666666666666,11.68,11.06,11,45.5,1.0,0.0
1989569,2022-04-07 20:26:54-04:00,2022-04-07 20,0.87,247,4.116666666666666,7.91,5.4,20,52.0,2.9,0.0
2615605,2022-04-09 02:56:46-04:00,2022-04-09 02,11.14,1589,26.483333333333334,38.84,26.94,2,50.4,0.1,0.0
1353085,2022-04-06 12:46:16-04:00,2022-04-06 12,1.4,770,12.833333333333334,10.25,8.48,12,50.9,0.1,0.0
1673581,2022-04-07 08:08:00-04:00,2022-04-07 08,3.65,1778,29.633333333333333,28.85,21.68,8,47.2,0.0,0.0
2765970,2022-04-09 13:06:48-04:00,2022-04-09 13,1.28,659,10.983333333333333,9.6,8.27,13,52.0,0.2,0.0
1548019,2022-04-06 21:24:32-04:00,2022-04-06 21,1.69,416,6.933333333333334,9.16,5.64,21,49.8,0.0,0.0
1256122,2022-04-06 08:09:21-04:00,2022-04-06 08,11.93,3951,65.85,57.48,57.69,8,48.1,1.8,0.0
2248986,2022-04-08 12:47:28-04:00,2022-04-08 12,1.8,811,13.516666666666667,15.4,9.24,12,57.9,0.0,0.0
1160520,2022-04-05 23:04:41-04:00,2022-04-05 23,0.4,1386,23.1,7.44,13.49,23,47.6,0.4,0.0
272495,2022-04-03 15:15:31-04:00,2022-04-03 15,5.43,2408,40.13333333333333,30.28,27.78,15,45.6,0.1,0.0
807876,2022-04-05 02:21:28-04:00,2022-04-05 02,0.94,309,5.15,8.27,5.4,2,42.1,0.0,5.0
884860,2022-04-05 09:17:47-04:00,2022-04-05 09,4.64,1256,20.933333333333334,20.52,16.47,9,46.6,0.0,4.0
1794032,2022-04-07 13:21:47-04:00,2022-04-07 13,3.7,1549,25.816666666666666,26.19,21.48,13,48.8,0.1,0.0
203268,2022-04-03 12:50:06-04:00,2022-04-03 12,1.28,941,15.683333333333334,8.44,9.79,12,45.8,0.7,0.0
2847556,2022-04-09 16:28:04-04:00,2022-04-09 16,4.83,2305,38.416666666666664,37.86,27.0,16,54.0,0.1,4.51
2486349,2022-04-08 21:24:18-04:00,2022-04-08 21,1.68,414,6.9,8.59,6.25,21,53.5,0.0,0.0
2882417,2022-04-09 18:41:05-04:00,2022-04-09 18,8.02,1497,24.95,31.35,22.51,18,52.1,0.0,7.56
2629491,2022-04-09 04:20:52-04:00,2022-04-09 04,10.77,1145,19.083333333333332,33.55,25.6,4,48.6,0.1,0.0
2285943,2022-04-08 14:31:51-04:00,2022-04-08 14,3.07,1287,21.45,33.74,17.66,14,59.7,0.0,0.0
1366425,2022-04-06 13:50:24-04:00,2022-04-06 13,0.54,277,4.616666666666666,8.27,13.09,13,51.2,0.0,0.0
1006551,2022-04-05 16:46:21-04:00,2022-04-05 16,17.2,4248,70.8,110.84,86.26,16,50.9,0.0,0.0
988328,2022-04-05 15:21:36-04:00,2022-04-05 15,15.31,3102,51.7,54.08,45.13,15,51.7,0.0,0.0
1246380,2022-04-06 08:51:35-04:00,2022-04-06 08,13.49,1631,27.183333333333334,76.62,45.08,8,48.1,1.8,0.0
1681895,2022-04-07 08:16:45-04:00,2022-04-07 08,3.37,1236,20.6,17.98,17.07,8,47.2,0.0,0.0
1468533,2022-04-06 18:29:10-04:00,2022-04-06 18,4.96,1393,23.216666666666665,25.48,18.58,18,50.5,0.0,0.0
2360280,2022-04-08 17:01:02-04:00,2022-04-08 17,2.82,1852,30.866666666666667,22.55,24.94,17,58.2,0.0,0.0
2491708,2022-04-08 22:29:55-04:00,2022-04-08 22,2.34,1155,19.25,24.08,18.66,22,51.5,0.0,0.0
1485780,2022-04-06 18:52:42-04:00,2022-04-06 18,1.03,457,7.616666666666666,16.96,7.62,18,50.5,0.0,0.0
2881865,2022-04-09 18:13:45-04:00,2022-04-09 18,10.25,2178,36.3,39.12,31.25,18,52.1,0.0,0.0
1994605,2022-04-07 20:13:32-04:00,2022-04-07 20,2.29,822,13.7,18.97,18.49,20,52.0,2.9,0.0
131902,2022-04-03 08:08:41-04:00,2022-04-03 08,7.76,1069,17.816666666666666,23.3,19.75,8,43.9,0.1,2.6
2328394,2022-04-08 16:41:19-04:00,2022-04-08 16,3.79,1728,28.8,16.87,19.82,16,60.2,0.0,0.0
1852601,2022-04-07 16:52:01-04:00,2022-04-07 16,4.01,1473,24.55,36.86,20.03,16,50.6,2.9,8.79
2656631,2022-04-09 07:37:10-04:00,2022-04-09 07,1.99,413,6.883333333333334,9.57,5.96,7,48.0,0.6,0.0
127818,2022-04-03 08:09:21-04:00,2022-04-03 08,2.37,630,10.5,11.4,8.61,8,43.9,0.1,0.0
49927,2022-04-03 01:24:10-04:00,2022-04-03 01,4.76,758,12.633333333333333,22.75,20.16,1,42.6,0.0,2.82
2217408,2022-04-08 10:02:49-04:00,2022-04-08 10,0.43,165,2.75,7.91,5.5,10,55.1,0.0,0.0
2401139,2022-04-08 18:06:43-04:00,2022-04-08 18,3.34,1413,23.55,29.66,21.42,18,56.9,0.0,0.0
2980458,2022-04-09 21:32:39-04:00,2022-04-09 21,2.77,833,13.883333333333333,18.26,12.81,21,49.6,0.0,0.0
999588,2022-04-05 15:51:33-04:00,2022-04-05 15,0.41,356,5.933333333333334,8.27,9.9,15,51.7,0.0,5.0
2995993,2022-04-09 21:26:10-04:00,2022-04-09 21,3.46,1264,21.066666666666666,25.9,20.54,21,49.6,0.0,2.89
2764727,2022-04-09 13:34:51-04:00,2022-04-09 13,12.85,2460,41.0,40.19,36.61,13,52.0,0.2,0.0
1186019,2022-04-06 02:22:34-04:00,2022-04-06 02,0.82,240,4.0,8.27,5.77,2,46.4,0.9,3.0
225276,2022-04-03 13:17:02-04:00,2022-04-03 13,2.23,833,13.883333333333333,13.88,10.04,13,45.5,0.3,0.0
137254,2022-04-03 09:04:06-04:00,2022-04-03 09,3.17,820,13.666666666666666,16.26,22.02,9,45.1,1.2,0.0
729715,2022-04-04 20:34:22-04:00,2022-04-04 20,6.53,943,15.716666666666667,14.86,16.06,20,50.1,0.0,0.0
1980565,2022-04-07 20:47:10-04:00,2022-04-07 20,1.21,526,8.766666666666667,8.53,6.04,20,52.0,2.9,0.0
221495,2022-04-03 13:42:56-04:00,2022-04-03 13,4.56,1228,20.466666666666665,28.38,18.81,13,45.5,0.3,0.0
169726,2022-04-03 11:58:43-04:00,2022-04-03 11,7.69,1261,21.016666666666666,38.59,30.99,11,45.5,1.0,0.0
2906373,2022-04-09 19:52:41-04:00,2022-04-09 19,1.16,359,5.983333333333333,13.93,10.48,19,51.4,0.0,0.0
522739,2022-04-04 08:11:29-04:00,2022-04-04 08,1.72,590,9.833333333333334,13.3,7.38,8,43.8,0.0,0.0
2148620,2022-04-08 07:22:18-04:00,2022-04-08 07,3.11,1223,20.383333333333333,8.1,15.4,7,49.3,0.0,0.0
1012323,2022-04-05 16:34:08-04:00,2022-04-05 16,2.39,966,16.1,14.01,19.05,16,50.9,0.0,5.0
1939808,2022-04-07 18:31:20-04:00,2022-04-07 18,1.09,476,7.933333333333334,18.12,15.03,18,51.2,0.9,0.0
2077177,2022-04-07 23:29:42-04:00,2022-04-07 23,5.71,1533,25.55,25.09,20.68,23,52.6,5.7,0.0
2273985,2022-04-08 13:58:04-04:00,2022-04-08 13,0.93,362,6.033333333333333,7.91,5.4,13,58.8,0.0,3.0
753705,2022-04-04 21:54:11-04:00,2022-04-04 21,3.43,439,7.316666666666666,8.27,8.26,21,48.9,0.0,0.0
498969,2022-04-04 07:23:56-04:00,2022-04-04 07,7.88,1156,19.266666666666666,23.2,20.32,7,42.2,0.0,0.0
1044907,2022-04-05 17:16:38-04:00,2022-04-05 17,0.75,301,5.016666666666667,8.1,5.4,17,49.4,0.0,0.0
1589500,2022-04-06 23:53:46-04:00,2022-04-06 23,2.54,563,9.383333333333333,13.04,10.79,23,48.7,0.0,0.0
1517795,2022-04-06 20:10:46-04:00,2022-04-06 20,3.37,725,12.083333333333334,24.87,12.41,20,50.0,0.0,6.11
173845,2022-04-03 11:36:58-04:00,2022-04-03 11,3.32,858,14.3,13.21,13.4,11,45.5,1.0,0.0
2177641,2022-04-08 08:04:24-04:00,2022-04-08 08,6.27,2184,36.4,37.18,29.54,8,50.7,0.0,0.0
435124,2022-04-04 00:00:35-04:00,2022-04-04 00,4.23,1053,17.55,18.16,14.2,0,41.0,0.0,0.0
2837303,2022-04-09 16:32:47-04:00,2022-04-09 16,13.39,2316,38.6,68.52,45.5,16,54.0,0.1,0.0
2933970,2022-04-09 20:22:33-04:00,2022-04-09 20,3.68,1070,17.833333333333332,20.73,19.12,20,50.4,0.0,0.0
2489711,2022-04-08 22:32:24-04:00,2022-04-08 22,3.49,1109,18.483333333333334,24.78,19.58,22,51.5,0.0,5.67
20019,2022-04-03 00:51:52-04:00,2022-04-03 00,5.0,1389,23.15,35.93,29.5,0,43.1,0.0,0.0
40108,2022-04-03 01:54:19-04:00,2022-04-03 01,13.97,3058,50.96666666666667,52.52,47.04,1,42.6,0.0,0.0
2783074,2022-04-09 14:14:41-04:00,2022-04-09 14,9.55,1193,19.883333333333333,30.43,27.79,14,53.2,0.0,0.0
2009805,2022-04-07 21:50:56-04:00,2022-04-07 21,1.36,234,3.9,7.51,5.39,21,52.5,3.4,1.0
1591167,2022-04-06 23:31:53-04:00,2022-04-06 23,3.97,862,14.366666666666667,15.59,14.26,23,48.7,0.0,0.0
35316,2022-04-03 01:07:55-04:00,2022-04-03 01,1.79,512,8.533333333333333,10.05,11.52,1,42.6,0.0,0.0
1507131,2022-04-06 19:06:27-04:00,2022-04-06 19,1.4,718,11.966666666666667,19.6,15.84,19,50.3,0.0,0.0
475286,2022-04-04 06:06:05-04:00,2022-04-04 06,18.02,3010,50.166666666666664,55.32,48.08,6,40.7,0.0,0.0
3050894,2022-04-09 23:55:00-04:00,2022-04-09 23,5.69,684,11.4,18.49,13.75,23,47.6,0.0,0.0
1658311,2022-04-07 07:47:53-04:00,2022-04-07 07,0.78,297,4.95,17.76,14.75,7,46.8,0.0,0.0
1010302,2022-04-05 16:21:46-04:00,2022-04-05 16,14.22,4906,81.76666666666667,67.06,60.92,16,50.9,0.0,0.0
2278724,2022-04-08 13:35:41-04:00,2022-04-08 13,5.24,636,10.6,19.84,15.17,13,58.8,0.0,0.0
1413905,2022-04-06 15:19:20-04:00,2022-04-06 15,5.46,1726,28.766666666666666,28.19,22.79,15,50.8,0.0,6.85
1319437,2022-04-06 10:12:09-04:00,2022-04-06 10,7.71,1618,26.966666666666665,25.43,23.23,10,49.9,0.4,0.0
1406623,2022-04-06 15:12:51-04:00,2022-04-06 15,0.59,251,4.183333333333334,8.27,5.39,15,50.8,0.0,0.0
767486,2022-04-04 22:48:52-04:00,2022-04-04 22,1.58,563,9.383333333333333,20.4,16.21,22,46.6,0.0,0.0
1417409,2022-04-06 15:41:12-04:00,2022-04-06 15,4.38,1488,24.8,27.4,20.15,15,50.8,0.0,0.0
1829473,2022-04-07 15:33:11-04:00,2022-04-07 15,5.07,1204,20.066666666666666,19.8,18.95,15,50.3,3.6,0.0
732615,2022-04-04 20:41:56-04:00,2022-04-04 20,0.61,329,5.483333333333333,8.27,7.25,20,50.1,0.0,0.0
1880998,2022-04-07 16:42:16-04:00,2022-04-07 16,7.85,3048,50.8,72.32,55.6,16,50.6,2.9,0.0
1681369,2022-04-07 08:36:27-04:00,2022-04-07 08,1.43,952,15.866666666666667,22.42,18.55,8,47.2,0.0,5.56
608577,2022-04-04 13:50:15-04:00,2022-04-04 13,1.22,402,6.7,8.73,8.18,13,51.4,0.0,0.0
2952262,2022-04-09 20:15:33-04:00,2022-04-09 20,1.52,500,8.333333333333334,15.56,12.74,20,50.4,0.0,0.0
118331,2022-04-03 07:46:01-04:00,2022-04-03 07,7.66,1199,19.983333333333334,22.81,22.39,7,42.6,0.0,0.0
2474106,2022-04-08 21:38:39-04:00,2022-04-08 21,12.34,1795,29.916666666666668,39.3,31.59,21,53.5,0.0,0.0
649266,2022-04-04 16:36:28-04:00,2022-04-04 16,3.09,1135,18.916666666666668,21.03,13.64,16,52.6,0.0,0.0
971383,2022-04-05 14:05:26-04:00,2022-04-05 14,4.01,1368,22.8,20.71,17.39,14,52.2,0.0,0.0
542095,2022-04-04 09:15:36-04:00,2022-04-04 09,1.58,628,10.466666666666667,11.81,8.33,9,45.4,0.0,0.0
969992,2022-04-05 14:01:02-04:00,2022-04-05 14,4.04,1476,24.6,21.5,18.68,14,52.2,0.0,0.0
2248002,2022-04-08 12:27:55-04:00,2022-04-08 12,6.26,1061,17.683333333333334,20.0,16.62,12,57.9,0.0,0.0
2347937,2022-04-08 16:49:59-04:00,2022-04-08 16,6.94,1664,27.733333333333334,36.68,25.25,16,60.2,0.0,0.0
713863,2022-04-04 19:22:19-04:00,2022-04-04 19,1.44,547,9.116666666666667,8.21,6.49,19,50.9,0.0,0.0
2133836,2022-04-08 06:40:32-04:00,2022-04-08 06,16.38,2123,35.38333333333333,54.29,38.95,6,48.7,0.0,0.0
2195227,2022-04-08 09:04:55-04:00,2022-04-08 09,10.96,2534,42.233333333333334,33.82,35.24,9,51.9,0.0,0.0
246135,2022-04-03 14:52:39-04:00,2022-04-03 14,1.98,1435,23.916666666666668,15.92,14.95,14,44.4,0.3,0.0
302180,2022-04-03 17:59:26-04:00,2022-04-03 17,5.47,871,14.516666666666667,19.05,14.03,17,46.7,0.0,0.0
1269232,2022-04-06 08:36:15-04:00,2022-04-06 08,14.92,2371,39.516666666666666,103.49,61.24,8,48.1,1.8,0.0
1214819,2022-04-06 06:35:59-04:00,2022-04-06 06,5.18,1871,31.183333333333334,32.26,22.84,6,47.3,2.1,0.0
2006713,2022-04-07 21:38:19-04:00,2022-04-07 21,4.44,1038,17.3,37.75,18.48,21,52.5,3.4,0.0
654359,2022-04-04 16:06:55-04:00,2022-04-04 16,5.4,2092,34.86666666666667,32.95,28.61,16,52.6,0.0,0.0
358210,2022-04-03 19:52:31-04:00,2022-04-03 19,4.54,1034,17.233333333333334,22.36,14.39,19,45.2,0.5,2.77
25516,2022-04-03 00:06:35-04:00,2022-04-03 00,2.51,740,12.333333333333334,17.03,12.91,0,43.1,0.0,0.0
1178418,2022-04-06 00:34:19-04:00,2022-04-06 00,1.03,293,4.883333333333334,8.27,5.92,0,46.7,0.7,0.0
842298,2022-04-05 07:57:13-04:00,2022-04-05 07,0.81,370,6.166666666666667,8.31,5.74,7,42.6,0.0,0.0
647262,2022-04-04 15:25:57-04:00,2022-04-04 15,2.3,952,15.866666666666667,14.25,11.15,15,52.5,0.0,0.0
1970060,2022-04-07 19:13:46-04:00,2022-04-07 19,4.71,1299,21.65,31.03,19.89,19,51.4,1.8,0.0
218836,2022-04-03 13:19:48-04:00,2022-04-03 13,7.7,1624,27.066666666666666,35.65,26.2,13,45.5,0.3,0.0
1112977,2022-04-05 21:13:19-04:00,2022-04-05 21,1.84,922,15.366666666666667,20.19,28.47,21,48.6,0.1,0.0
411315,2022-04-03 22:36:24-04:00,2022-04-03 22,5.86,1490,24.833333333333332,24.7,20.1,22,41.4,0.0,0.0
345210,2022-04-03 19:08:03-04:00,2022-04-03 19,27.48,3384,56.4,89.05,65.45,19,45.2,0.5,0.0
226348,2022-04-03 13:34:26-04:00,2022-04-03 13,1.17,645,10.75,15.87,9.22,13,45.5,0.3,0.0
638882,2022-04-04 15:39:41-04:00,2022-04-04 15,2.23,1628,27.133333333333333,16.65,16.95,15,52.5,0.0,1.0
2449433,2022-04-08 20:58:48-04:00,2022-04-08 20,1.03,478,7.966666666666667,9.44,7.79,20,54.5,0.0,3.0
257452,2022-04-03 14:04:51-04:00,2022-04-03 14,2.27,961,16.016666666666666,15.58,15.87,14,44.4,0.3,0.0
2621848,2022-04-09 03:01:06-04:00,2022-04-09 03,3.72,483,8.05,13.12,9.84,3,49.4,0.1,0.0
2853702,2022-04-09 17:30:36-04:00,2022-04-09 17,3.34,1309,21.816666666666666,19.77,16.06,17,52.2,0.0,0.0
2186317,2022-04-08 09:19:50-04:00,2022-04-08 09,2.05,925,15.416666666666666,9.31,11.04,9,51.9,0.0,0.0
2411856,2022-04-08 19:18:02-04:00,2022-04-08 19,1.87,573,9.55,10.42,8.52,19,55.7,0.0,0.0
1090254,2022-04-05 19:35:35-04:00,2022-04-05 19,0.97,339,5.65,9.1,5.4,19,49.2,0.0,0.0
1546319,2022-04-06 21:27:42-04:00,2022-04-06 21,5.45,935,15.583333333333334,20.63,14.57,21,49.8,0.0,0.0
707141,2022-04-04 18:08:24-04:00,2022-04-04 18,3.16,1306,21.766666666666666,24.1,15.22,18,51.5,0.0,0.0
2510122,2022-04-08 22:14:52-04:00,2022-04-08 22,3.96,924,15.4,17.24,13.41,22,51.5,0.0,0.0
2395956,2022-04-08 18:22:24-04:00,2022-04-08 18,13.15,3256,54.266666666666666,53.68,46.98,18,56.9,0.0,10.1
2687287,2022-04-09 09:09:32-04:00,2022-04-09 09,2.42,566,9.433333333333334,10.76,7.8,9,50.1,0.1,0.0
1421160,2022-04-06 16:31:05-04:00,2022-04-06 16,9.0,2088,34.8,39.84,29.4,16,51.4,0.0,0.0
2985336,2022-04-09 21:53:20-04:00,2022-04-09 21,1.04,416,6.933333333333334,7.91,6.38,21,49.6,0.0,0.0
2036391,2022-04-07 22:43:40-04:00,2022-04-07 22,4.77,1183,19.716666666666665,30.22,23.65,22,52.6,4.2,0.0
2283968,2022-04-08 14:54:49-04:00,2022-04-08 14,18.05,2953,49.21666666666667,68.93,53.41,14,59.7,0.0,0.0
2958579,2022-04-09 20:12:48-04:00,2022-04-09 20,0.53,202,3.3666666666666667,15.82,12.65,20,50.4,0.0,4.0
124767,2022-04-03 08:08:24-04:00,2022-04-03 08,18.16,1857,30.95,39.58,39.61,8,43.9,0.1,0.0
2995531,2022-04-09 21:05:30-04:00,2022-04-09 21,23.0,2322,38.7,93.79,61.35,21,49.6,0.0,0.0
2557103,2022-04-09 00:39:07-04:00,2022-04-09 00,2.83,747,12.45,8.53,19.2,0,50.8,0.0,0.0
967964,2022-04-05 14:04:09-04:00,2022-04-05 14,3.42,1744,29.066666666666666,40.82,30.57,14,52.2,0.0,9.68
2022015,2022-04-07 21:34:07-04:00,2022-04-07 21,1.87,440,7.333333333333333,20.56,21.7,21,52.5,3.4,2.57
570332,2022-04-04 11:15:53-04:00,2022-04-04 11,9.09,1939,32.31666666666667,35.5,27.64,11,49.4,0.0,0.0
1300771,2022-04-06 10:01:01-04:00,2022-04-06 10,7.86,1139,18.983333333333334,30.43,21.05,10,49.9,0.4,0.0
57174,2022-04-03 02:22:37-04:00,2022-04-03 02,2.13,475,7.916666666666667,26.05,13.42,2,42.4,0.0,0.0
748714,2022-04-04 21:26:41-04:00,2022-04-04 21,7.19,785,13.083333333333334,18.98,15.28,21,48.9,0.0,0.0
1204507,2022-04-06 06:48:02-04:00,2022-04-06 06,3.62,893,14.883333333333333,20.47,21.15,6,47.3,2.1,0.0
2742981,2022-04-09 12:36:34-04:00,2022-04-09 12,4.51,1198,19.966666666666665,32.34,27.17,12,51.5,0.2,5.83
410811,2022-04-03 22:34:03-04:00,2022-04-03 22,15.68,1401,23.35,42.98,33.37,22,41.4,0.0,0.0
572342,2022-04-04 11:36:23-04:00,2022-04-04 11,10.28,1281,21.35,25.48,23.23,11,49.4,0.0,0.0
2533517,2022-04-08 23:39:10-04:00,2022-04-08 23,8.04,1249,20.816666666666666,25.58,20.4,23,51.7,0.0,0.0
1408377,2022-04-06 15:46:14-04:00,2022-04-06 15,11.91,3085,51.416666666666664,45.22,42.83,15,50.8,0.0,0.0
1096473,2022-04-05 20:25:32-04:00,2022-04-05 20,0.95,309,5.15,9.56,7.24,20,48.9,0.0,0.0
2659720,2022-04-09 07:32:22-04:00,2022-04-09 07,5.88,2109,35.15,26.78,25.42,7,48.0,0.6,0.0
220612,2022-04-03 13:01:02-04:00,2022-04-03 13,1.37,437,7.283333333333333,9.42,5.52,13,45.5,0.3,0.0
